city,lng_min,lng_max
Vaterstetten,11.77,11.94
Vatican City,12.44,12.49
Vatra Dornei,25.36,25.36
Vatutine,31.06,31.08
Vaucresson,2.15,2.28
Vaudreuil-Dorion,-74.03,-73.84
Vaughan,-79.5,-79.43
Vaugneray,4.65,4.78
Vau i Dejës,19.63,19.78
Vaujours,2.57,2.66
Vaulx-en-Velin,4.91,5.07
Vauréal,2.02,2.06
Vauvert,4.27,4.33
Vaux-le-Pénil,2.68,2.79
Vawkavysk,24.46,24.56
Växjö,14.81,15.0
Vayk,45.46,45.64
Vazante,-46.9,-46.84
Vazzola,12.38,12.41
Veauche,4.27,4.29
Vecchiano,10.38,10.44
Vechelde,10.37,10.52
Vechigen,7.56,7.61
Vechta,8.28,8.44
Vecpiebalga,25.81,25.93
Vecsés,19.27,19.39
Vecumnieki,24.52,24.57
Vecvārkava,26.5,26.65
Vedano Olona,8.88,8.99
Vedelago,12.01,12.17
Vedène,4.9,4.9
Vedeno,46.1,46.11
Vedi,44.73,44.8
Vedra,-8.46,-8.4
Veenendaal,5.55,5.66
Veenoord,6.29,6.48
Vega Alta,-66.32,-66.21
Vega Baja,-66.39,-66.28
Vega de San Mateo,-15.53,-15.4
Veghel,5.54,5.67
Veglie,17.96,18.15
Vegreville,-112.05,-111.98
Vehkalahti,27.14,27.28
Veigné,0.73,0.82
Veinticinco de Mayo,-60.16,-60.05
Veintiocho de Noviembre,-72.21,-72.17
Veitsbronn,10.88,10.96
Veitshöchheim,9.88,9.95
Vejer de la Frontera,-5.96,-5.76
Vejle,9.53,9.54
Velas,-28.2,-28.15
Velasco Ibarra,-79.63,-79.58
Velaux,5.25,5.25
Velbert,7.04,7.05
Velburg,11.67,11.86
Velddrif,18.16,18.26
Velden,12.25,12.4
Velden am Wörthersee,14.04,14.14
Veldhoven,5.39,5.46
Velen,6.98,7.07
Velence,18.64,18.81
Velenje,15.11,15.13
Veles,21.77,21.84
Velešta,20.64,20.8
Vélez,-73.67,-73.5
Vélez-Málaga,-4.09,-4.04
Vélez Rubio,-2.06,-1.97
Velika Gorica,16.06,16.13
Velika Kladuša,15.8,15.88
Velika Plana,21.08,21.16
Velika Polana,16.34,16.4
Velike Lašče,14.63,14.75
Veliki Preslav,26.81,26.92
Velikiye Luki,30.51,30.58
Velikiy Novgorod,31.27,31.28
Velikiy Ustyug,46.3,46.36
Veliko Gradište,21.51,21.55
Veliko Tarnovo,25.63,25.67
Velikovechnoye,39.75,39.75
Velingrad,23.99,24.04
Velizh,31.2,31.32
Vélizy-Villacoublay,2.18,2.18
Velká Bíteš,16.22,16.4
Veľké Kapušany,22.08,22.23
Velké Meziříčí,16.01,16.09
Veľký Krtíš,19.33,19.41
Veľký Meder,17.76,17.79
Veľký Šariš,21.19,21.19
Velletri,12.78,12.82
Vellmar,9.46,9.5
Vellore,79.15,79.33
Velsk,42.1,42.24
Velten,13.18,13.3
Velyka Dymerka,30.91,30.99
Velyki Komiaty,22.97,23.01
Velyki Luchky,22.56,22.7
Velyki Mosty,24.13,24.29
Velykodolynske,30.56,30.62
Velykyi Bychkiv,24.0,24.15
Velykyi Dalnyk,30.55,30.73
Velykyy Bereznyy,22.45,22.45
Venado Tuerto,-61.96,-61.91
Venafro,14.05,14.21
Venâncio Aires,-52.19,-52.17
Venaria Reale,7.63,7.79
Vence,7.11,7.23
Venceslau Brás,-49.8,-49.79
Vendargues,3.96,4.02
Vendas Novas,-8.44,-8.37
Vendenheim,7.71,7.74
Vendin-le-Vieil,2.86,3.0
Vendôme,1.06,1.11
Vendrell,1.53,1.62
Venegono Inferiore,8.9,9.01
Venegono Superiore,8.9,8.95
Venelles,5.48,5.53
Veneta,-123.35,-123.25
Venëv,38.26,38.32
Venezuela,-78.77,-78.72
Vengerovo,76.74,76.75
Venhuizen,5.2,5.29
Venice,12.33,12.51
Venice Gardens,-82.4,-82.24
Vénissieux,4.88,4.88
Venkatagiri,79.58,79.71
Venlo,6.16,6.25
Vennesla,7.85,7.94
Venosa,15.81,15.92
Venray,5.97,6.04
Ventabren,5.29,5.3
Venta de Baños,-4.5,-4.4
Ventanas,-79.47,-79.39
Ventania,-50.24,-50.21
Ventimiglia,7.6,7.64
Ventnor,-1.2,-1.16
Ventnor City,-74.48,-74.42
Ventspils,21.56,21.64
Venturosa,-36.87,-36.76
Venus,-97.1,-96.9
Venustiano Carranza,-102.65,-102.55
Vera,-60.21,-60.14
Veracruz,-96.15,-96.02
Vera Cruz,-38.6,-38.57
Vera Cruz do Oeste,-53.87,-53.86
Veranópolis,-51.54,-51.49
Verbania,8.55,8.62
Vercelli,8.41,8.54
Verchères,-73.34,-73.32
Verdal,11.48,11.51
Verdejante,-38.97,-38.8
Verdello,9.62,9.71
Verde Village,-111.99,-111.8
Verdun,5.38,5.47
Verê,-52.9,-52.77
Veredinha,-42.73,-42.55
Vereeniging,27.93,27.95
Vereide,6.21,6.4
Veresegyház,19.28,19.3
Vereshchagino,54.65,54.68
Vereya,36.18,36.2
Vergara,-2.41,-2.4
Vergato,11.11,11.18
Vergèze,4.22,4.35
Vergiate,8.69,8.85
Verín,-7.43,-7.35
Verkhivtseve,34.24,34.42
Verkhnerusskiy,41.94,42.05
Verkhneuralsk,59.21,59.39
Verkhnevilyuysk,120.29,120.47
Verkhneyarkeyevo,54.31,54.49
Verkhneye Kazanishche,47.13,47.24
Verkhniy Avzyan,57.53,57.53
Verkhniye Achaluki,44.69,44.83
Verkhniye Kigi,58.6,58.66
Verkhniye Tatyshly,55.85,55.9
Verkhniy Mamon,40.39,40.4
Verkhniy Tagil,59.93,59.96
Verkhniy Ufaley,60.23,60.39
Verkhnodniprovsk,34.32,34.42
Verkhnyaya Khava,39.94,40.04
Verkhnyaya Pyshma,60.58,60.72
Verkhnyaya Salda,60.55,60.68
Verkhnyaya Tura,59.82,59.93
Verkhoturye,60.8,60.9
Verkhovyna,24.81,24.98
Verkhoyansk,133.38,133.53
Verkh-Tula,82.78,82.96
Verl,8.51,8.64
Vermilion,-82.32,-82.3
Vermillion,-96.92,-96.74
Vernaison,4.81,4.88
Vernal,-109.53,-109.35
Verneuil-sur-Avre,0.92,0.97
Verneuil-sur-Seine,1.97,1.97
Vernier,6.1,6.12
Vernio,11.15,11.16
Vernole,18.3,18.31
Vernon,-119.27,-119.14
Vernon Hills,-87.96,-87.82
Vernouillet,1.36,1.43
Vern-sur-Seiche,-1.6,-1.42
Vero Beach,-80.39,-80.23
Vero Beach South,-80.41,-80.36
Véroia,22.2,22.28
Verolanuova,10.07,10.21
Veroli,13.41,13.54
Verona,10.99,11.12
Veronella,11.32,11.37
Verrières-le-Buisson,2.26,2.44
Versailles,2.13,2.16
Versmold,8.15,8.28
Versoix,6.16,6.33
Vertentes,-35.98,-35.91
Vertentes do Lério,-35.85,-35.81
Vertou,-1.46,-1.44
Vert-Saint-Denis,2.62,2.79
Verucchio,12.42,12.58
Veruela,125.95,126.1
Verwood,-1.87,-1.69
Veržej,16.16,16.23
Verzuolo,7.48,7.59
Vesele,34.91,34.92
Veselí nad Lužnicí,14.69,14.85
Veselí nad Moravou,17.37,17.45
Veselynove,31.23,31.23
Vesoul,6.15,6.18
Vestal,-76.02,-76.0
Vestavia Hills,-86.74,-86.57
Vestby,10.73,10.81
Vestignè,7.95,8.04
Vestmanna,-7.16,-7.01
Vestnes,7.08,7.24
Vesyegonsk,37.26,37.29
Veszprém,17.91,17.91
Vésztő,21.26,21.45
Vetluga,45.78,45.93
Vetovo,26.26,26.41
Vetralla,12.07,12.12
Vétraz-Monthoux,6.25,6.42
Vétroz,7.27,7.27
Vetschau/Spreewald,14.06,14.08
Vettweiß,6.59,6.75
Veurne,2.66,2.73
Vevčani,20.59,20.73
Vevey,6.85,6.85
Veymandoo,73.09,73.2
Veyrier,6.18,6.18
Vezin-le-Coquet,-1.75,-1.73
Vezzano Ligure,9.88,9.92
Viacha,-68.28,-68.21
Viadana,10.52,10.57
Viadutos,-52.02,-51.94
Viagrande,15.1,15.1
Viamão,-51.02,-50.83
Viana,-45.0,-44.97
Viana do Alentejo,-8.0,-7.94
Viana do Castelo,-8.83,-8.7
Vianden,6.2,6.31
Vianópolis,-48.51,-48.43
Viareggio,10.25,10.35
Viarmes,2.37,2.44
Vias,3.41,3.53
Viator,-2.41,-2.29
Viborg,9.4,9.54
Vibo Valentia,16.09,16.22
Vícam Pueblo,-110.28,-110.24
Vícar,-2.64,-2.62
Vicchio,11.46,11.5
Vicência,-35.32,-35.16
Vicente Dutra,-53.4,-53.39
Vicente Guerrero,-103.98,-103.88
Vicente López,-58.47,-58.45
Vicenza,11.55,11.68
Vichuga,41.91,41.94
Vichy,3.42,3.51
Vicksburg,-90.88,-90.71
Vic-le-Comte,3.24,3.43
Vico del Gargano,15.95,15.99
Vico Equense,14.43,14.6
Vicopisano,10.58,10.74
Viçosa do Ceará,-41.09,-41.08
Vicovu de Jos,25.72,25.9
Vicovu de Sus,25.68,25.81
Victor,-77.42,-77.33
Victor Harbor,138.61,138.73
Victoria,-123.36,-123.21
Victoria Falls,25.83,25.89
Victorias,123.08,123.09
Victoriaville,-71.96,-71.9
Victorica,-65.43,-65.39
Victor Meireles,-49.83,-49.76
Victorville,-117.35,-117.21
Vicuña,-70.7,-70.69
Vidalia,-82.4,-82.31
Vidal Ramos,-49.35,-49.2
Viðareiði,-6.53,-6.4
Vidauban,6.43,6.57
Videira,-51.15,-51.09
Videle,25.53,25.64
Videm,14.69,14.86
Videm pri Ptuju,15.9,15.97
Vidigueira,-7.8,-7.61
Vidigulfo,9.23,9.26
Vidin,22.87,23.04
Vidisha,77.8,77.84
Vidnoye,37.7,37.84
Vidor,-93.99,-93.79
Vidreras,2.77,2.79
Viechtach,12.88,12.97
Viedma,-63.0,-62.98
Vieira do Minho,-8.13,-8.02
Vieiro,-7.59,-7.56
Vienna,16.37,16.56
Vienne,4.87,4.89
Vientiane,102.6,102.71
Viera East,-80.71,-80.68
Viera West,-80.73,-80.66
Viernheim,8.57,8.59
Viersen,6.39,6.44
Vierzon,2.06,2.21
Viesca,-102.8,-102.62
Viesīte,25.55,25.66
Vieste,16.16,16.16
Vietri sul Mare,14.72,14.91
Việt Trì,105.39,105.5
Vieux-Condé,3.56,3.7
View Park-Windsor Hills,-118.34,-118.26
View Royal,-123.43,-123.42
Vif,5.67,5.67
Viga,124.3,124.32
Vigan,120.38,120.42
Vigarano Mainarda,11.5,11.51
Vigasio,10.93,11.08
Vigevano,8.86,8.93
Viggiù,8.9,8.92
Vigia,-48.14,-48.12
Vigliano Biellese,8.11,8.19
Vignate,9.36,9.42
Vigneux-de-Bretagne,-1.73,-1.7
Vigneux-sur-Seine,2.41,2.5
Vignola,11.0,11.1
Vigo,-8.71,-8.58
Vigodarzere,11.88,12.05
Vigone,7.5,7.52
Vigonovo,12.0,12.16
Vigonza,11.98,12.02
Vihari,72.35,72.4
Vihti,24.33,24.49
Viiala,23.76,23.83
Viitasaari,25.85,25.9
Vikārābād,77.9,77.93
Vikhorevka,101.16,101.18
Vila Bela da Santíssima Trindade,-59.95,-59.82
Vilaboa,-8.55,-8.47
Vila Boa,-47.05,-46.9
Viladecaballs,1.95,2.01
Viladecáns,2.01,2.01
Vila de Porto Santo,-16.35,-16.15
Vila do Bispo,-8.91,-8.89
Vila do Conde,-8.75,-8.56
Vila do Porto,-25.14,-25.03
Vilafant,2.93,2.95
Vila Franca de Xira,-8.98,-8.92
Vila Franca do Campo,-25.43,-25.37
Viļaka,27.67,27.76
Viļāni,26.92,27.01
Vilankulo,35.31,35.4
Vila Nova da Barquinha,-8.43,-8.24
Vila Nova de Foz Côa,-7.13,-6.95
Vila Nova de Gaia,-8.61,-8.46
Vilanova de la Roca,2.28,2.44
Vilanova del Camí,1.63,1.77
Vila Nova de Paiva,-7.73,-7.54
Vila Pouca de Aguiar,-7.63,-7.59
Vila Propício,-48.88,-48.68
Vila Real,-7.73,-7.7
Vila Real de Santo António,-7.41,-7.27
Vila Rica,-51.11,-51.04
Vilaseca de Solcina,1.14,1.33
Vila Teixeira da Silva,15.85,16.0
Vila Velha,-51.21,-51.07
Vila Verde,-8.43,-8.25
Vila Viçosa,-7.43,-7.25
Vilhena,-60.14,-59.95
Viligili,73.43,73.5
Viljandi,25.59,25.76
Vilkaviškis,23.03,23.1
Villa Adelina,-58.54,-58.34
Villa Aldama,-97.23,-97.03
Villa Alemana,-71.37,-71.3
Villa Allende,-64.29,-64.09
Villa Alsina,-58.41,-58.22
Villa Altagracia,-70.17,-70.16
Villa Ángela,-60.71,-60.53
Villaba,124.4,124.46
Villa Bartolomea,11.35,11.44
Villabate,13.45,13.46
Villabé,2.45,2.52
Villabona,-2.05,-2.0
Villa Canales,-90.53,-90.44
Villa Carlos Paz,-64.51,-64.41
Villacarrillo,-3.08,-2.88
Villa Castelli,17.48,17.63
Villa Celina,-58.48,-58.43
Villa Chalcatongo de Hidalgo,-97.57,-97.38
Villacidro,8.74,8.76
Villa Constitución,-60.33,-60.27
Villa Cortese,8.88,9.01
Villa Cura Brochero,-65.02,-64.94
Villa d’Almè,9.61,9.62
Villa de Álvarez,-103.73,-103.58
Villa de Cura,-67.48,-67.33
Villa del Carbón,-99.54,-99.36
Villa del Conte,11.86,12.01
Villa de Leyva,-73.52,-73.51
Villa del Río,-4.28,-4.12
Villa del Rosario,-72.47,-72.33
Villa de San Diego de Ubaté,-73.81,-73.73
Villa de Zaachila,-96.74,-96.66
Villa Díaz Ordaz,-96.43,-96.38
Villa di Serio,9.73,9.78
Villa Domínico,-58.33,-58.16
Villa Donato Guerra,-100.14,-100.03
Villadose,11.9,12.02
Villadossola,8.26,8.39
Villafranca de los Barros,-6.33,-6.13
Villafranca del Panadés,1.69,1.82
Villafranca di Verona,10.85,10.92
Villafranca Tirrena,15.43,15.47
Villagarcía de Arosa,-8.76,-8.73
Villagarzón,-76.61,-76.52
Village Green-Green Ridge,-75.42,-75.33
Villa General Belgrano,-64.56,-64.48
Village of Oak Creek,-111.76,-111.59
Villa Gesell,-56.96,-56.86
Village St. George,-91.06,-91.05
Villagrán,-100.98,-100.84
Villa Guardia,9.01,9.02
Villaguay,-59.01,-58.89
Villa Hayes,-57.53,-57.41
Villahermosa,-92.92,-92.76
Villa Hidalgo,-102.6,-102.5
Villa Hills,-84.59,-84.46
Villa Huidobro,-64.58,-64.45
Villajoyosa,-0.23,-0.17
Villa La Angostura,-71.64,-71.47
Villalba,-7.68,-7.59
Villa Literno,14.07,14.16
Villalonga,-62.58,-62.42
Villa Luvianos,-100.29,-100.17
Villa Luzuriaga,-58.58,-58.39
Villamarchante,-0.62,-0.51
Villamaría,-75.51,-75.39
Villa María,-63.23,-63.17
Villamartín,-5.65,-5.62
Villa Martín Colchak,-67.78,-67.63
Villamayor,-5.68,-5.5
Villamediana de Iregua,-2.41,-2.28
Villa Mercedes,-65.46,-65.41
Villamontes,-63.45,-63.26
Villa Morelos,-101.41,-101.24
Villamuriel de Cerrato,-4.51,-4.49
Villanova d’Asti,7.93,8.11
Villanova Mondovì,7.76,7.8
Villanueva,-88.01,-87.94
Villa Nueva,-90.59,-90.48
Villanueva de Arosa,-8.82,-8.64
Villanueva de Córdoba,-4.61,-4.42
Villanueva del Ariscal,-6.13,-5.99
Villanueva del Arzobispo,-3.0,-2.92
Villanueva de la Serena,-5.8,-5.71
Villanueva del Trabuco,-4.33,-4.25
Villanueva y Geltrú,1.72,1.78
Villanuova sul clisi,10.45,10.64
Villa O’Higgins,-72.56,-72.44
Villa Paranacito,-58.68,-58.62
Villa Park,-87.97,-87.9
Villapiana,16.45,16.45
Villapinzón,-73.59,-73.4
Villa Purificación,-104.7,-104.56
Villaquilambre,-5.6,-5.4
Villard-Bonnot,5.88,5.92
Villareal,-0.1,0.03
Villa Regina,-67.06,-67.05
Villarejo de Salvanés,-3.31,-3.16
Villa Rica,-84.91,-84.85
Villaricca,14.2,14.37
Villarrica,-56.43,-56.24
Villarrobledo,-2.6,-2.48
Villarrubia de los Ojos,-3.6,-3.53
Villars,4.35,4.51
Villars-sur-Glâne,7.11,7.11
Villa Rumipal,-64.47,-64.31
Villas,-81.86,-81.71
Villa San Giovanni,15.63,15.64
Villasanta,9.3,9.41
Villa Sarmiento,-58.56,-58.43
Villasis,120.58,120.59
Villasor,8.94,8.94
Villa Tunari,-65.42,-65.37
Villa Unión,-106.21,-106.1
Villa Verde,121.2,121.24
Villaverde del Río,-5.86,-5.72
Villaverla,11.5,11.59
Villavicencio,-73.62,-73.48
Villaviciosa,-5.43,-5.3
Villa Victoria,-100.0,-99.85
Villa Yapacaní,-63.88,-63.82
Villa Ygatimí,-55.5,-55.48
Villazón,-65.59,-65.4
Villebon-sur-Yvette,2.22,2.37
Villecresnes,2.53,2.63
Ville-d’Avray,2.19,2.33
Villefontaine,5.14,5.15
Villefranche-de-Rouergue,2.03,2.14
Villefranche-sur-Mer,7.31,7.36
Villefranche-sur-Saône,4.71,4.74
Villejuif,2.36,2.36
Ville-la-Grand,6.24,6.34
Villemandeur,2.7,2.75
Villemoisson-sur-Orge,2.33,2.5
Villemomble,2.5,2.52
Villemur-sur-Tarn,1.5,1.58
Villena,-0.86,-0.74
Villenave-d’Ornon,-0.56,-0.51
Villeneuve,6.97,7.03
Villeneuve-la-Garenne,2.32,2.35
Villeneuve-le-Roi,2.41,2.43
Villeneuve-lès-Avignon,4.79,4.93
Villeneuve-lès-Maguelone,3.86,3.98
Villeneuve-Loubet,7.12,7.17
Villeneuve-Saint-Georges,2.44,2.57
Villeneuve-sur-Lot,0.7,0.89
Villeneuve-sur-Yonne,3.29,3.48
Villeneuve-Tolosane,1.34,1.52
Villennes-sur-Seine,1.99,2.09
Villeparisis,2.6,2.75
Villepinte,2.54,2.65
Ville Platte,-92.27,-92.2
Villepreux,2.0,2.08
Villers-Cotterêts,3.09,3.23
Villers-la-Ville,4.53,4.55
Villers-le-Bouillet,5.26,5.39
Villers-le-Lac,6.67,6.81
Villers-lès-Nancy,6.15,6.31
Villers-Saint-Paul,2.48,2.55
Villerupt,5.92,5.93
Villeta,-74.47,-74.31
Villette-d’Anthon,5.11,5.24
Villeurbanne,4.88,4.94
Villiersdorp,19.28,19.47
Villiers-le-Bel,2.39,2.54
Villiers-sur-Marne,2.54,2.6
Villingen-Schwenningen,8.45,8.47
Villmar,8.19,8.3
Villmergen,8.24,8.26
Villorba,12.23,12.26
Vilnius,25.28,25.32
Vilnohirsk,34.01,34.19
Vil’nyans’k,35.43,35.62
Vilppula,24.5,24.55
Vilsbiburg,12.34,12.48
Vilseck,11.8,11.8
Vilshany,35.88,35.93
Vilvoorde,4.42,4.49
Vilyeyka,26.91,27.05
Vilyuchinsk,158.4,158.55
Vilyuysk,121.61,121.76
Vimercate,9.36,9.42
Vimianzo,-9.03,-8.83
Vimodrone,9.28,9.34
Vimperk,13.77,13.89
Viña del Mar,-71.55,-71.37
Viñales,-83.71,-83.67
Vinaroz,0.47,0.53
Vincennes,2.43,2.6
Vincent,-117.92,-117.74
Vinces,-79.73,-79.63
Vinci,10.91,10.97
Vine Grove,-85.98,-85.97
Vineland,-74.99,-74.86
Vineuil,1.37,1.53
Vineyard,-121.31,-121.27
Vinh,105.69,105.85
Vinhais,-7.0,-6.89
Vinhedo,-46.97,-46.77
Vĩnh Long,105.97,106.15
Vĩnh Yên,105.59,105.6
Vinica,22.5,22.55
Vinings,-84.46,-84.4
Vinita,-95.17,-95.05
Vinkivtsi,27.23,27.27
Vinnytsia,28.46,28.49
Vinsady,42.96,43.14
Vintar,120.65,120.72
Vinto,-66.31,-66.22
Vinton,-79.88,-79.74
Vinukonda,79.75,79.77
Vinzons,122.9,122.98
Viola,-74.08,-73.9
Violet,-89.89,-89.8
Vipava,13.96,14.11
Vipiteno,11.42,11.43
Viqueque,126.36,126.42
Virac,124.23,124.3
Viradouro,-48.29,-48.1
Viranşehir,39.76,39.95
Vire,-0.88,-0.81
Virgem da Lapa,-42.34,-42.29
Virginia,-92.51,-92.34
Virgínia,-45.09,-44.91
Virginia Beach,-76.04,-75.99
Virginópolis,-42.7,-42.51
Virgolândia,-42.3,-42.14
Viriat,5.21,5.25
Viroflay,2.17,2.19
Virovitica,17.38,17.46
Virrat,23.77,23.82
Virú,-78.75,-78.72
Viry,6.03,6.15
Viry-Châtillon,2.37,2.41
Visaginas,26.43,26.51
Visalia,-119.32,-119.25
Visbek,8.31,8.38
Visby,18.3,18.3
Visconde do Rio Branco,-42.84,-42.71
Višegrad,19.28,19.4
Viseu,-7.91,-7.89
Vişeu de Sus,24.42,24.47
Vishākhapatnam,83.31,83.31
Visp,7.88,7.96
Visselhövede,9.6,9.6
Vista,-117.23,-117.11
Vista Alegre do Alto,-48.62,-48.46
Vistahermosa,-73.75,-73.74
Vitanje,15.29,15.3
Viterbo,12.1,12.12
Vị Thanh,105.47,105.57
Viti,21.35,21.38
Vitim,112.55,112.62
Vítkov,17.74,17.84
Vitomarci,15.93,16.06
Vitomiricë,20.31,20.48
Vitorchiano,12.17,12.21
Vitória,-40.33,-40.18
Vitória da Conquista,-40.83,-40.66
Vitória de Santo Antão,-35.3,-35.12
Vitória do Mearim,-44.87,-44.71
Vitoria-Gasteiz,-2.68,-2.57
Vitorino,-52.78,-52.6
Vitré,-1.2,-1.13
Vitrolles,5.24,5.33
Vitry-le-François,4.58,4.77
Vitry-sur-Seine,2.39,2.54
Vitsyebsk,30.16,30.19
Vittoria,14.53,14.67
Vittoriosa,14.52,14.56
Vittorio Veneto,12.3,12.3
Vittuone,8.94,9.04
Vitulazio,14.21,14.39
Vityazevo,37.26,37.28
Vizela,-8.3,-8.22
Vizianagaram,83.41,83.53
Vizille,5.77,5.82
Vizinga,50.1,50.28
Vizzini,14.75,14.89
Vladičin Han,22.06,22.21
Vladikavkaz,44.67,44.76
Vladimir,40.4,40.55
Vladimirci,19.78,19.78
Vladimirescu,21.4,21.44
Vladimiro-Aleksandrovskoye,133.07,133.08
Vladivostok,131.9,132.04
Vlăhiţa,25.53,25.59
Vlašim,14.89,15.08
Vlasotince,22.13,22.28
Vlijmen,5.21,5.4
Vlissingen,3.58,3.77
Vlist,4.78,4.96
Vlorë,19.48,19.52
Vlotho,8.84,8.99
Vobarno,10.5,10.61
Vobkent Shahri,64.51,64.61
Vöcklabruck,13.65,13.83
Vodice,14.5,14.64
Vodňany,14.17,14.21
Voghera,9.0,9.14
Vohburg an der Donau,11.61,11.63
Vohenstrauß,12.33,12.35
Vöhl,8.93,8.97
Vöhringen,10.08,10.14
Voi,38.57,38.72
Voinjama,-9.75,-9.69
Voiron,5.59,5.65
Voisins-le-Bretonneux,2.05,2.21
Voitsberg,15.15,15.27
Vojnik,15.3,15.31
Volchansk,60.05,60.21
Volčja Draga,13.67,13.76
Volda,6.06,6.21
Volgodonsk,42.15,42.27
Volgograd,44.51,44.6
Volgorechensk,41.16,41.27
Volkach,10.22,10.3
Völkermarkt,14.63,14.81
Volketswil,8.69,8.77
Volkhov,32.35,32.4
Völklingen,6.83,6.98
Volkmarsen,9.11,9.29
Volksrust,29.88,30.0
Volney,-76.37,-76.27
Volo,-88.15,-88.0
Volodarka,29.91,29.93
Volodarsk,43.2,43.26
Volodymyr-Volynskyi,24.32,24.33
Vologda,39.9,40.09
Volokolamsk,35.95,36.0
Vólos,22.94,23.04
Volosovo,29.48,29.55
Volovets,23.2,23.28
Volpago del Montello,12.11,12.28
Volpiano,7.78,7.81
Völs,11.33,11.52
Volsk,47.38,47.45
Volta Grande,-42.53,-42.39
Volta Mantovana,10.65,10.82
Volta Redonda,-44.1,-43.93
Volterra,10.86,10.92
Voluntari,26.19,26.22
Volvera,7.5,7.68
Volzhsk,48.35,48.52
Volzhskiy,44.76,44.9
Vomp,11.68,11.81
Voorhees,-74.95,-74.81
Vörå,22.25,22.27
Vorchdorf,13.92,14.07
Vorden,6.31,6.38
Vorë,19.65,19.75
Voreppe,5.63,5.8
Vorkuta,64.03,64.17
Voronezh,39.21,39.28
Voronovytsia,28.68,28.81
Vorontsovo,83.56,83.73
Vorozhba,34.22,34.26
Vorselaar,4.77,4.95
Vorsma,43.26,43.41
Võru,26.99,26.99
Vorzel,30.15,30.15
Vösendorf,16.33,16.47
Voskresensk,38.68,38.86
Voss,6.42,6.61
Vosselaar,4.88,4.9
Vossevangen,6.44,6.45
Votkinsk,54.0,54.09
Votorantim,-47.43,-47.31
Votuporanga,-49.97,-49.93
Vouneuil-sous-Biard,0.27,0.37
Vovchansk,36.94,36.95
Vozdvizhenka,131.93,132.12
Voznesensk,31.31,31.33
Vráble,18.31,18.4
Vranjak,20.65,20.72
Vranje,21.89,21.97
Vranov nad Topľou,21.67,21.81
Vransko,14.95,15.12
Vrapčište,20.88,20.92
Vratimov,18.31,18.39
Vratsa,23.54,23.67
Vrbas,19.63,19.76
Vrbové,17.72,17.88
Vrbovec,16.43,16.44
Vrchlabí,15.6,15.6
Vreden,6.83,6.94
Vredenburg,17.98,17.99
Vreed-en-Hoop,-58.18,-58.13
Vrhnika,14.29,14.45
Vries,6.57,6.68
Vriezenveen,6.62,6.77
Vrilíssia,23.83,23.88
Vrindāvan,77.7,77.78
Vrnjačka Banja,20.9,20.91
Vrontádos,26.13,26.14
Vršac,21.29,21.33
Vrútky,18.92,19.1
Vryburg,24.73,24.81
Vryheid,30.79,30.84
Vsetín,17.99,18.18
Vsevolozhsk,30.66,30.83
Vukovar,19.0,19.11
Vuktyl,57.31,57.31
Vulcan,23.29,23.32
Vulcăneşti,28.4,28.47
Vũng Tàu,107.14,107.28
Vushtrri,20.96,21.03
Vuzenica,15.16,15.18
Vwawa,32.93,33.04
Vyatskiye Polyany,51.06,51.11
Vyazemskiy,134.75,134.77
Vyazma,34.28,34.4
Vyazniki,42.12,42.23
Vyborg,28.74,28.83
Vyerkhnyadzvinsk,27.93,27.95
Vyetka,31.18,31.31
Vyksa,42.17,42.17
Vynnyky,24.12,24.22
Vynohradiv,23.03,23.22
Výronas,23.76,23.84
Vyshhorod,30.5,30.65
Vyshkovo,23.41,23.49
Vyshneve,30.36,30.4
Vyshniy Volochëk,34.56,34.56
Vyškov,16.99,17.15
Vysoké Mýto,16.16,16.28
Vysokovsk,36.54,36.62
Vytegra,36.45,36.47
Wa,-2.5,-2.45
Waakirchen,11.66,11.78
Waalre,5.44,5.6
Wabag,143.69,143.76
Wabash,-85.83,-85.66
Wabern,9.33,9.46
Wachtberg,7.13,7.25
Wachtebeke,3.85,3.95
Wachtendonk,6.33,6.51
Wächtersbach,9.3,9.47
Wackersdorf,12.18,12.24
Waco,-97.18,-97.07
Waconia,-93.79,-93.66
Waddington,-0.53,-0.44
Wadebridge,-4.83,-4.79
Wade Hampton,-82.33,-82.15
Wädenswil,8.67,8.83
Wadern,6.89,7.03
Wadersloh,8.25,8.38
Wadesboro,-80.07,-79.87
Wadgassen,6.78,6.84
Wadhraf,9.96,9.96
Wādī Ḩalfā’,31.35,31.5
Wading River,-72.82,-72.72
Wad Medani,33.51,33.69
Wadomari,128.65,128.74
Wadsley,-1.52,-1.36
Wadsworth,-81.73,-81.56
Waeng Yai,102.54,102.67
Wafangdian,121.99,122.02
Wagenfeld,8.58,8.73
Waggaman,-90.23,-90.11
Wagga Wagga,147.36,147.43
Waghäusel,8.51,8.61
Wagin,117.35,117.43
Waging am See,12.73,12.9
Wagna,15.55,15.7
Wagner,-41.16,-41.07
Wagoner,-95.37,-95.19
Wągrowiec,17.2,17.34
Wahiawa,-158.01,-157.95
Wahlstedt,10.21,10.21
Wahpeton,-96.61,-96.52
Waianae,-158.17,-158.0
Waiblingen,9.31,9.31
Waibstadt,8.92,8.93
Waidhofen an der Thaya,15.28,15.44
Waidhofen an der Ybbs,14.77,14.82
Waihee-Waiehu,-156.5,-156.33
